Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,21.064732,22.197258,20.687233,27.468750,22.121740,264300
1999-02-01,22.222416,22.625086,21.115067,27.296881,21.983335,206000
1999-03-01,21.920403,23.807932,21.794577,28.593750,23.027756,278400
1999-04-01,23.178738,24.715586,22.889000,29.343750,23.657429,578300
1999-05-01,23.707815,24.539223,22.271742,28.015619,22.586666,513400
1999-06-01,22.624454,24.010143,22.271742,29.781250,24.010143,143400
1999-07-01,23.865875,24.685785,22.150356,27.562500,22.251266,370400
1999-08-01,22.326956,22.654921,20.308691,26.500000,21.393507,362200
1999-09-01,21.507027,21.835009,20.460066,26.078119,21.052923,243900
1999-10-01,21.196672,23.495708,20.944027,28.390619,22.952534,374000
1999-11-01,23.040960,23.546249,22.434614,28.406250,22.965166,160800
1999-12-01,23.243071,25.137894,22.813578,31.062500,25.112623,4812600
2000-01-01,25.093485,25.093485,21.754438,27.203119,22.020035,1766000
2000-02-01,22.209763,22.955999,19.338678,25.687500,20.793196,1417100
2000-03-01,20.805843,24.195482,19.452513,29.265619,23.689556,4701800
2000-04-01,24.052597,25.902796,22.202396,28.656250,23.241552,790000
2000-05-01,23.342934,23.951216,21.201254,27.109381,21.986967,694900
2000-06-01,21.898256,22.810688,19.566502,25.593750,20.757717,1325900
2000-07-01,20.873615,23.209826,20.797430,26.000000,21.127542,1215500
2000-08-01,21.229118,22.625778,20.086409,24.921881,20.251467,506100
2000-09-01,20.162582,21.940147,19.870560,24.890619,20.226067,17420200
2000-10-01,20.263544,20.747219,17.565130,24.578119,20.021700,3726800
2000-11-01,20.161720,20.619944,18.583399,23.968750,19.525297,713900
2000-12-01,19.678038,21.230900,18.583399,25.593750,20.849058,1016600
2001-01-01,21.054377,23.380821,20.671566,28.570000,23.331829,10307700
2001-02-01,23.274660,23.364496,20.996189,26.530001,21.665850,6339300
2001-03-01,21.657684,22.702997,19.754883,26.090000,21.306524,3056900
2001-04-01,21.145323,22.831064,20.457939,27.299999,22.340071,1889000
2001-05-01,22.421906,23.813046,22.053658,27.950001,22.871979,2692600
2001-06-01,22.667404,23.313873,21.963654,27.670000,22.642851,925900
2001-07-01,22.667269,24.069614,21.814384,28.900000,23.700586,1327000
2001-08-01,23.618576,23.930210,21.273121,26.370001,21.625751,2540500
2001-09-01,21.683161,22.281832,16.401783,22.969999,18.837452,3313200
2001-10-01,18.918762,20.917564,18.482803,24.180000,19.889378,1666500
2001-11-01,19.807127,22.817667,19.807127,27.400000,22.538004,3376700
2001-12-01,22.332365,23.977470,22.208982,28.600000,23.525064,5184000
2002-01-01,23.767960,24.336416,22.779348,29.540001,24.336416,8303500
2002-02-01,24.262266,24.921347,23.191273,29.700001,24.468235,8626400
2002-03-01,24.468235,25.390936,24.188126,30.040001,24.748343,5258600
2002-04-01,24.210354,25.191956,23.030756,29.200001,24.086617,6366000
2002-05-01,24.127865,25.084721,23.426702,29.049999,23.962879,4652400
2002-06-01,23.921640,24.235088,21.958412,27.469999,22.659565,11384200
2002-07-01,22.700754,22.932138,17.519329,24.190001,19.990215,2186100
2002-08-01,19.957161,21.552078,18.089531,24.920000,20.593473,1832100
2002-09-01,20.180288,21.403330,18.477934,22.670000,18.734108,1791800
2002-10-01,18.741013,21.016407,17.102726,24.200001,20.023510,4065400
2002-11-01,19.858017,22.323725,19.543610,25.320000,20.950216,3174300
2002-12-01,21.554228,21.744541,18.666538,23.110001,19.121616,5252500
2003-01-01,19.347776,20.417593,18.244799,22.340000,18.526760,2434900
2003-02-01,18.535053,18.792135,17.390604,22.240000,18.443829,1398900
2003-03-01,18.576519,20.135618,17.125227,22.730000,18.850189,7114200
2003-04-01,18.877415,21.302492,18.777750,25.389999,21.086559,5993500
2003-05-01,21.086559,22.232656,20.629776,26.740000,22.207741,4428700
2003-06-01,22.465202,23.470106,22.157913,27.090000,22.498413,6326300
2003-07-01,22.330091,23.652426,22.097221,27.590000,22.945505,3353200
2003-08-01,22.995417,24.201319,22.288507,29.000000,24.118155,4465900
2003-09-01,24.326071,24.550623,22.770864,27.580000,22.937195,2728100
2003-10-01,23.167049,25.232267,23.167049,30.090000,25.057388,5980400
2003-11-01,25.232267,25.498749,24.224640,30.360001,25.282227,2708200
2003-12-01,25.482098,26.289856,24.682657,31.490000,26.223238,2608400
2004-01-01,26.403393,27.004599,25.852268,31.309999,26.144537,2572100
2004-02-01,26.136181,27.004599,25.777126,31.990000,26.712345,2753500
2004-03-01,26.787500,27.205006,25.509911,31.750000,26.511946,5311600
2004-04-01,26.656189,27.208046,26.146141,31.389999,26.246481,4938900
2004-05-01,26.213041,26.564220,24.858490,31.590000,26.413710,8936300
2004-06-01,26.296646,26.907036,26.187958,31.629999,26.447153,5965800
2004-07-01,26.540586,26.548960,24.899591,30.430000,25.477287,5468600
2004-08-01,25.477287,25.694967,24.196306,30.370001,25.427053,7832000
2004-09-01,25.368443,26.414999,25.368443,31.200001,26.121962,11394300
2004-10-01,26.168671,27.325762,26.042902,32.459999,27.216761,10471300
2004-11-01,27.233530,28.935617,27.149685,33.820000,28.357082,12354800
2004-12-01,28.466078,29.732172,28.449308,35.290001,29.589638,8844700
2005-01-01,29.816345,29.900448,27.949148,33.779999,28.411743,5464600
2005-02-01,28.445385,28.899572,28.033249,33.599998,28.260344,5813500
2005-03-01,28.260344,28.933218,27.511780,33.160000,27.890268,10675600
2005-04-01,28.048018,28.191210,25.790703,31.049999,26.152882,12504000
2005-05-01,26.885668,27.946949,26.144461,32.970001,27.770065,9032100
2005-06-01,27.879560,28.536543,27.525805,32.779999,27.610029,7248700
2005-07-01,27.793756,29.548258,27.371996,34.639999,29.219296,8210800
2005-08-01,29.269892,29.371124,27.844360,33.500000,28.257687,18419300
2005-09-01,28.299858,28.637268,26.655010,32.490002,27.405741,39582700
2005-10-01,27.547523,27.589775,25.975796,31.830000,26.896860,33017400
2005-11-01,26.939108,28.958702,26.837709,33.099998,27.970028,24645900
2005-12-01,28.096788,28.637602,27.572876,32.650002,27.589775,21401600
2006-01-01,27.603254,28.987667,27.390921,33.230000,28.223265,16803400
