Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,26.523283,30.736538,25.990269,37.812500,30.711176,14408300
1999-02-01,30.990360,31.168020,27.081663,34.062500,27.665440,37772500
1999-03-01,27.310093,30.711176,26.700937,36.593750,29.721294,24454200
1999-04-01,30.457346,32.132500,27.716196,36.812500,29.898968,14803300
1999-05-01,30.051262,31.904074,28.731441,36.937500,30.000484,8576500
1999-06-01,30.038572,32.995464,28.807585,40.484379,32.881248,7156600
1999-07-01,33.020851,35.736629,32.259407,40.015621,32.500534,7672000
1999-08-01,32.335552,34.670620,30.812683,41.421879,33.642685,9005300
1999-09-01,33.883808,35.685856,32.538597,41.250000,33.503090,10105600
1999-10-01,33.350796,35.089405,31.244154,42.500000,34.518333,13624600
1999-11-01,34.619846,39.797596,34.226448,46.671879,37.906715,9600500
1999-12-01,37.767117,44.670769,37.767117,53.875000,43.757061,12957600
2000-01-01,45.179291,45.179291,38.884647,50.562500,41.067463,26007000
2000-02-01,41.029392,45.889980,40.635983,55.875000,45.382355,14345000
2000-03-01,45.483864,53.149120,45.382355,60.562500,49.189590,25334100
2000-04-01,48.580429,49.341877,38.377022,55.000000,44.671646,19069700
2000-05-01,45.331581,45.686916,36.295723,49.281250,40.026814,10430200
2000-06-01,40.813637,46.283405,40.559834,54.187500,44.011742,7453200
2000-07-01,43.910210,46.905235,40.483692,51.312500,41.676620,4436200
2000-08-01,41.625862,46.016884,39.671482,56.531250,45.915356,4197800
2000-09-01,46.321465,46.448380,37.615562,46.375000,37.666332,6812600
2000-10-01,38.224724,38.529301,32.082371,43.718750,35.508892,10161600
2000-11-01,35.128159,36.270344,27.424847,34.750000,28.224369,9777200
2000-12-01,29.036583,31.980844,24.061781,31.312500,25.432379,31240300
2001-01-01,25.533915,31.727020,23.668362,37.299999,30.295504,18885300
2001-02-01,30.392971,30.579784,22.408928,28.010000,22.750057,16537600
2001-03-01,22.457655,24.536921,19.736752,24.799999,20.142859,20568600
2001-04-01,20.264690,25.990780,17.746832,28.809999,23.399826,21948800
2001-05-01,23.391705,25.332893,22.067801,27.629999,22.441418,17379100
2001-06-01,22.660713,24.114576,20.695156,28.170000,22.880011,8168200
2001-07-01,22.660713,23.156158,20.345911,26.219999,21.296194,9975700
2001-08-01,21.686054,22.335823,18.331625,23.020000,18.697119,8981300
2001-09-01,18.282896,19.086975,14.311175,19.250000,15.635077,16882100
2001-10-01,15.553862,18.575293,15.164001,21.350000,17.340723,24246700
2001-11-01,17.462561,20.427126,17.153917,24.540001,19.931681,40367900
2001-12-01,19.696136,21.361176,19.371254,24.000000,19.493086,43101100
2002-01-01,19.817972,21.377426,18.226036,23.740000,19.281912,39620000
2002-02-01,19.127592,19.338770,16.301094,20.650000,16.772173,24471500
2002-03-01,16.991476,19.135710,16.975227,21.670000,17.600636,20394600
2002-04-01,17.478800,17.909273,15.066531,19.049999,15.472641,19880900
2002-05-01,15.391416,16.349829,14.026904,18.260000,14.830989,25307800
2002-06-01,14.839115,14.960946,11.777073,15.820000,12.849192,15849700
2002-07-01,12.816704,13.239055,10.477533,14.320000,11.630876,22291700
2002-08-01,11.509041,12.865442,10.363826,14.200000,11.533411,17595400
2002-09-01,11.249132,11.939517,9.519125,11.830000,9.608468,19703100
2002-10-01,9.697809,12.223787,9.259213,14.760000,11.988250,30753800
2002-11-01,11.858298,14.051272,11.728339,17.100000,13.888824,26949300
2002-12-01,14.294927,14.457376,11.955761,14.800000,12.020734,33608900
2003-01-01,12.134629,13.763430,11.507532,14.450000,11.768142,26907000
2003-02-01,11.751853,12.175345,11.198057,14.520000,11.825153,12794900
2003-03-01,11.849581,12.712851,10.929306,14.300000,11.645983,20061100
2003-04-01,11.686706,12.981606,11.670413,15.610000,12.712851,17244100
2003-05-01,12.680276,13.869308,12.590691,16.950001,13.804153,18973800
2003-06-01,13.844874,14.577842,13.624986,17.070000,13.901881,20078500
2003-07-01,13.771577,15.025764,13.657564,17.600000,14.333518,14063500
2003-08-01,14.309083,15.180495,13.763430,18.440001,15.017617,8531800
2003-09-01,15.188641,15.978618,14.830301,18.280001,14.887311,8798100
2003-10-01,15.001331,16.247370,14.903596,19.620001,15.978618,9977400
2003-11-01,16.108923,16.524265,15.563269,19.900000,16.206648,6745700
2003-12-01,16.288088,16.719717,15.783155,20.379999,16.597557,10697700
2004-01-01,16.780422,18.240303,16.714811,21.250000,17.428349,19471800
2004-02-01,17.510370,17.682600,16.747627,20.709999,16.985466,13148900
2004-03-01,17.010069,17.403746,15.796240,20.160000,16.534380,15745000
2004-04-01,16.632805,17.305325,15.902857,19.389999,15.902857,10289500
2004-05-01,16.009478,16.526184,15.648617,20.150000,16.526184,8716100
2004-06-01,16.329334,17.034679,16.189909,20.700001,16.977274,10692600
2004-07-01,16.936255,16.936255,15.410769,19.440001,15.943865,11046800
2004-08-01,15.837245,16.034079,14.648015,18.580000,15.238532,11956300
2004-09-01,15.230332,15.993078,15.181119,19.120001,15.681417,8357100
2004-10-01,15.771630,16.476965,15.771630,19.959999,16.370346,13350900
2004-11-01,16.444170,17.567783,16.362143,20.980000,17.206911,17805700
2004-12-01,17.305325,17.945051,17.067478,21.110001,17.313534,16248600
2005-01-01,17.790970,17.816057,16.335571,19.920000,16.661779,21933700
2005-02-01,16.728691,17.105087,16.394125,19.950001,16.686872,14241000
2005-03-01,16.812340,17.096729,15.975904,19.559999,16.360659,14799600
2005-04-01,16.310471,16.544682,15.440585,18.870001,15.783527,15723500
2005-05-01,15.858806,17.063269,15.724972,20.180000,16.879250,14760300
2005-06-01,16.895987,17.230558,16.561407,19.920000,16.661779,17303700
2005-07-01,16.762152,17.790970,16.578135,21.049999,17.606953,22882000
2005-08-01,17.673861,17.924791,16.929434,20.850000,17.439667,23449200
2005-09-01,17.448029,17.757513,17.029810,20.900000,17.481485,20225300
2005-10-01,17.439667,17.598585,16.310471,20.420000,17.080002,26484500
2005-11-01,17.046543,18.401564,16.962894,21.709999,18.158997,33053400
2005-12-01,18.317917,18.518663,17.456396,20.900000,17.481485,28463700
2006-01-01,17.685472,19.049776,17.550722,21.600000,18.190771,50748600
2006-02-01,18.089708,18.603426,17.786530,21.650000,18.232885,36663000
2006-03-01,18.325518,18.889767,18.165506,22.139999,18.645535,34200900
2006-04-01,18.771864,19.049776,18.350780,21.850000,18.401316,37263000
2006-05-01,18.493946,18.552902,17.011744,20.430000,17.205435,43169500
2006-06-01,17.197018,17.626518,16.439070,20.330000,17.121218,33502600
2006-07-01,17.087532,17.264385,15.874809,19.799999,16.674866,27829100
2006-08-01,16.607498,17.980232,16.346426,21.190001,17.845480,33018200
2006-09-01,17.954973,18.746597,17.542305,22.000000,18.527641,51790100
2006-10-01,18.523106,19.476681,17.898628,22.870001,19.299471,54046300
2006-11-01,19.409174,20.109591,18.995670,23.520000,19.847988,45282100
2006-12-01,19.746725,20.033644,19.392290,23.260000,19.628588,29277000
2007-01-01,19.825949,20.420050,19.596798,23.730000,20.139973,55495900
2007-02-01,20.165438,20.437027,19.333694,23.090000,19.596798,37241700
2007-03-01,19.291258,20.131489,19.002691,23.320000,19.792004,44077500
2007-04-01,19.851412,20.971712,19.732590,24.420000,20.725590,28438900
2007-05-01,20.784996,21.811937,20.657690,25.650000,21.769508,50455700
2007-06-01,21.871355,22.024120,21.158428,25.600000,21.727074,33600400
2007-07-01,21.810274,22.948349,21.597942,25.549999,21.699862,41596300
2007-08-01,21.716845,22.421778,20.298496,26.040001,22.116026,79587100
2007-09-01,22.149998,23.245602,21.708355,26.969999,22.905878,57681600
2007-10-01,23.121870,24.270727,22.858053,28.400000,24.168604,88193400
2007-11-01,24.338806,24.338806,21.436869,26.260000,22.347452,108249700
2007-12-01,22.415524,23.513327,21.955986,26.660000,22.687843,48215200
2008-01-01,22.783913,22.843758,16.893435,23.250000,19.877140,107540700
2008-02-01,20.159275,20.253315,18.688791,22.150000,18.936712,74474800
2008-03-01,18.962370,19.919888,18.047594,22.400000,19.150450,108756000
2008-04-01,19.600325,21.011345,19.078676,23.799999,20.352869,94005400
2008-05-01,20.669279,21.969130,20.643621,25.350000,21.678371,82156300
2008-06-01,21.618507,21.815201,19.360891,22.910000,19.591774,104258700
2008-07-01,19.416124,19.707710,18.507063,22.350000,19.167418,172174000
2008-08-01,19.278912,20.436670,18.832958,22.750000,19.510462,118913600
2008-09-01,19.956417,20.007872,16.260151,19.850000,17.023413,272515600
2008-10-01,16.935514,17.012962,12.297182,16.650000,14.328062,398338500
2008-11-01,14.362485,15.016500,11.135444,15.250000,13.123305,204439100
2008-12-01,12.882350,13.837554,12.064834,15.410000,13.260993,172929900
2009-01-01,13.409805,14.231696,12.371627,14.680000,12.700381,140852200
2009-02-01,12.631168,13.963499,11.965006,14.120000,12.215899,149347800
2009-03-01,12.060174,14.024058,11.316142,15.620000,13.513621,194444600
2009-04-01,13.425241,15.364248,13.390458,17.250000,14.999052,169518000
2009-05-01,15.051228,15.555537,14.451266,17.650000,15.346856,140592800
2009-06-01,15.555537,16.198982,15.242521,18.209999,15.833780,160020900
2009-07-01,16.010252,17.521318,14.979582,19.700001,17.206871,217449400
2009-08-01,17.425236,17.966766,16.770153,20.020000,17.486374,142625600
2009-09-01,17.416496,18.551981,17.040918,20.870001,18.228806,168174900
2009-10-01,18.208738,19.024050,17.612589,20.610001,18.068466,195359900
2009-11-01,18.086000,19.497465,17.936960,21.750000,19.067886,144569300
2009-12-01,19.216927,20.321547,19.181856,22.930000,20.102373,144493700
2010-01-01,20.359324,20.500092,18.353304,20.959999,18.441288,299589100
2010-02-01,18.529270,19.303524,18.221327,21.690001,19.083567,245091200
2010-03-01,19.180347,20.570478,19.145153,23.100000,20.324129,173808800
2010-04-01,20.441797,21.324432,20.212311,23.389999,20.644804,201019800
2010-05-01,20.706589,21.006681,18.217560,21.639999,19.100189,353812000
2010-06-01,19.011938,19.965179,17.952772,20.400000,18.005724,268017500
2010-07-01,18.078287,19.885229,17.723980,21.920000,19.415771,243956600
2010-08-01,19.646070,19.902943,18.228857,20.690001,18.326300,261815300
2010-09-01,18.574308,20.700125,18.538881,23.020000,20.390110,221315300
2010-10-01,20.606043,21.735022,20.161562,24.350000,21.646126,248081800
2010-11-01,21.752800,22.472858,21.103863,23.950001,21.290548,201078000
2010-12-01,21.601673,22.526194,21.548336,25.190001,22.392851,136638000
2011-01-01,22.642876,23.659927,22.642876,25.990000,23.187086,225458000
2011-02-01,23.356600,24.168457,23.044346,26.559999,23.695621,175657000
2011-03-01,23.740225,23.784838,21.875626,26.059999,23.249535,253329900
2011-04-01,23.435532,23.981586,22.558266,26.740000,23.936829,165544900
2011-05-01,24.044249,24.071102,22.952143,26.459999,23.686178,273952000
2011-06-01,23.623518,23.704082,21.788422,25.700001,23.005848,243632300
2011-07-01,23.124945,24.158512,22.954176,25.809999,23.196846,197048900
2011-08-01,23.493429,23.556345,20.195005,24.440001,21.965551,583875700
2011-09-01,22.010489,22.729492,20.671339,23.600000,21.210594,362668400
2011-10-01,21.119886,23.961731,20.389126,26.010000,23.465534,234414900
2011-11-01,22.915209,23.943687,21.661192,25.620001,23.113691,181528300
2011-12-01,23.050533,23.664013,22.247597,25.450001,22.960314,214300700
2012-01-01,23.441351,24.646498,23.251072,27.030001,24.492456,187129700
2012-02-01,24.728050,26.467794,24.637436,28.950001,26.232208,168254900
2012-03-01,26.368124,27.672939,25.724779,30.160000,27.328615,207406700
2012-04-01,27.407284,27.834524,26.180094,29.820000,27.107304,221066500
2012-05-01,27.089123,27.470913,24.916542,27.930000,25.389236,206291100
2012-06-01,24.952902,26.307356,24.580198,28.730000,26.116457,191442400
2012-07-01,26.290874,26.847538,25.250555,29.260000,26.701529,168214500
2012-08-01,26.874918,28.252882,26.299999,30.490000,27.823978,180026700
2012-09-01,27.796598,28.964682,27.550211,30.830000,28.134249,140347100
2012-10-01,28.360430,28.607832,26.317015,28.870001,26.454462,206337400
2012-11-01,26.591909,27.004261,24.933352,29.129999,26.692707,203404900
2012-12-01,26.894299,27.086727,25.886333,28.850000,26.436134,203490900
2013-01-01,27.297857,27.546690,26.818624,29.400000,27.095104,182801500
2013-02-01,27.325502,27.666502,26.920002,29.629999,27.307074,153707400
2013-03-01,27.178047,28.081215,27.049025,30.270000,27.896896,126157000
2013-04-01,28.038725,28.510664,26.928280,30.799999,28.501408,184777800
2013-05-01,28.464397,29.898722,28.223803,31.660000,29.297232,190887400
2013-06-01,29.334244,29.639618,27.705593,30.590000,28.307085,192113600
2013-07-01,28.663937,29.938095,28.477928,31.730000,29.510273,172056000
2013-08-01,29.705585,30.198509,29.101055,31.400000,29.203360,119888800
2013-09-01,29.324268,30.607727,29.119659,32.040001,29.798594,129264600
2013-10-01,29.970863,31.699762,29.326019,33.650002,31.447443,184200000
2013-11-01,31.578283,32.512825,31.316610,34.689999,32.419365,123181600
