Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,14.369226,15.321029,13.724448,21.109381,13.826798,497500
1999-02-01,13.939377,14.696733,13.703988,21.437500,14.041723,188100
1999-03-01,13.939377,14.819545,13.652810,21.750000,14.246406,314000
1999-04-01,14.314863,18.268400,14.314863,27.125000,17.826839,4545100
1999-05-01,17.888443,18.720232,16.204340,24.656250,16.204340,2098900
1999-06-01,16.368643,17.796017,16.337845,26.000000,17.087471,1322900
1999-07-01,17.233473,17.789732,16.800846,25.703119,16.945038,908200
1999-08-01,16.831741,17.758821,16.182783,24.546881,16.182783,640800
1999-09-01,16.182783,16.831741,15.018775,23.703119,15.626527,1167500
1999-10-01,15.809586,16.346909,15.334266,24.265619,16.047247,1217200
1999-11-01,16.140247,16.605238,15.602924,23.921881,15.819921,887600
1999-12-01,15.892256,17.638548,15.757917,26.578119,17.576540,4132100
2000-01-01,17.712715,18.553213,15.170468,23.328119,15.492140,4019000
2000-02-01,15.492140,15.927958,13.790392,20.984381,13.935673,1341100
2000-03-01,14.101690,15.595915,13.074414,23.046881,15.305364,2419300
2000-04-01,15.601707,16.745834,14.499187,22.281250,14.832026,2454500
2000-05-01,14.696806,15.830528,14.291166,21.578119,14.363969,3450800
2000-06-01,14.135148,14.686410,13.074224,19.640619,13.074224,1303500
2000-07-01,13.355139,14.212041,13.020736,19.812500,13.250632,754200
2000-08-01,13.302882,14.295632,13.187934,20.265619,13.553681,756100
2000-09-01,13.480538,13.940337,11.463680,18.171881,12.153389,3018300
2000-10-01,12.193447,13.402286,11.436612,19.765619,13.297160,1060900
2000-11-01,13.370751,13.538936,12.561357,19.265619,12.960792,1123800
2000-12-01,13.213067,14.800320,13.044884,21.421881,14.411400,1968400
2001-01-01,15.013315,15.110387,13.222940,20.850000,14.392078,1976700
2001-02-01,14.647486,14.737209,13.805351,21.120001,14.578449,1521500
2001-03-01,14.619868,15.779520,13.135791,19.969999,13.784645,1912200
2001-04-01,14.202024,15.686028,13.522438,22.100000,15.325432,1876700
2001-05-01,15.290756,17.079885,15.242209,22.950001,15.914867,2406900
2001-06-01,16.060492,16.504303,14.784529,22.059999,15.297693,1510300
2001-07-01,15.295938,15.867109,14.648165,22.000000,15.323808,1157200
2001-08-01,15.393466,15.672073,14.710857,21.910000,15.261119,919200
2001-09-01,15.080018,15.539736,11.875949,19.200001,13.373507,663200
2001-10-01,13.453526,14.497573,13.201267,19.719999,13.817894,1585700
2001-11-01,13.958027,15.611694,13.775842,22.219999,15.569652,1306900
2001-12-01,15.275352,16.116194,14.847926,21.420000,15.009085,7046600
2002-01-01,15.117455,15.984726,13.883517,21.920000,15.455898,4836100
2002-02-01,15.582822,16.421898,15.018731,23.080000,16.273825,30601900
2002-03-01,16.196260,17.028294,16.168066,23.709999,16.718050,11567300
2002-04-01,16.639849,16.929911,15.670601,22.590000,15.981895,12983800
2002-05-01,15.988962,17.290724,15.819175,23.709999,16.774267,7729600
2002-06-01,16.767193,16.845016,15.741347,23.190001,16.406376,6091900
2002-07-01,16.460129,16.524124,12.912135,20.559999,14.618582,7479600
2002-08-01,14.647019,15.016756,13.424074,20.450001,14.540379,5296500
2002-09-01,14.398169,14.568809,12.272217,17.690001,12.577957,5078600
2002-10-01,12.789043,14.019318,11.823428,18.700001,13.375571,6699600
2002-11-01,13.246817,15.020695,13.125219,20.950001,14.984933,1525000
2002-12-01,15.127977,15.127977,13.969250,19.840000,14.190972,3832400
2003-01-01,14.442721,14.968822,13.404921,18.850000,13.585091,4620500
2003-02-01,13.541849,13.772470,12.842774,18.350000,13.224741,2871100
2003-03-01,13.203125,14.168853,12.259016,18.379999,13.246365,6823200
2003-04-01,13.357079,14.616771,13.147132,20.040001,14.508182,8653000
2003-05-01,14.464745,14.978750,14.218593,20.660000,14.957035,6574700
2003-06-01,15.058389,15.688236,14.870156,20.730000,15.007712,5482200
2003-07-01,15.041029,16.453394,14.815338,22.360001,16.278667,5969500
2003-08-01,16.271391,16.963013,15.659854,22.980000,16.730047,13963500
2003-09-01,16.817415,16.992136,15.798178,21.830000,15.892814,21776100
2003-10-01,16.071609,17.630461,16.035009,23.910000,17.498726,12257200
2003-11-01,17.498726,17.930527,17.030340,24.450001,17.893934,9295800
2003-12-01,18.003716,19.760168,18.003716,26.690001,19.533293,17955000
2004-01-01,19.765858,19.949905,18.411329,25.510000,18.779411,22153600
2004-02-01,18.808861,19.920462,18.352438,26.840000,19.758501,16586800
2004-03-01,19.854206,20.126579,18.264101,26.129999,19.235828,36472300
2004-04-01,19.428490,19.827410,18.327787,24.920000,18.409056,26141300
2004-05-01,18.445990,19.007416,17.426544,25.620001,18.926159,33526000
2004-06-01,18.904001,19.812630,18.549408,26.780001,19.783077,12897900
2004-07-01,19.875778,19.875778,18.606632,26.170000,19.423048,18945700
2004-08-01,19.319145,19.972269,18.547262,26.610001,19.749611,20590800
2004-09-01,19.705074,20.469526,19.408203,27.549999,20.447264,20535100
2004-10-01,20.498592,21.013103,19.551584,27.290001,20.349459,27412600
2004-11-01,20.431488,22.243465,20.252518,29.510000,22.004852,15544800
2004-12-01,22.042145,22.362782,21.110046,29.730000,22.168903,20247600
2005-01-01,22.344099,22.426603,21.114008,28.820000,21.616549,17476600
2005-02-01,21.564041,23.551682,21.564041,31.090000,23.319168,22519500
2005-03-01,23.476677,24.001720,22.051575,30.160000,22.621620,40881500
2005-04-01,22.586496,22.970339,20.464067,28.010000,21.081223,52814000
2005-05-01,21.088753,21.818800,20.095278,27.830000,20.945749,48820400
2005-06-01,20.945749,21.901592,20.321070,27.139999,20.426435,54379200
2005-07-01,20.571857,21.910542,20.193703,28.639999,21.660957,49573600
2005-08-01,21.630703,22.349201,20.435724,27.440001,20.753368,57804400
2005-09-01,20.798748,21.260107,20.231514,27.500000,20.798748,51642200
2005-10-01,20.935953,21.209724,19.719189,27.559999,20.958767,54245300
2005-11-01,21.065243,22.837145,20.608946,29.670000,22.563379,46132700
